video_code,author,source_URL,license,length_s,language_free,anxiety,compassion,contempt,despair,disgust,fascination,fear,guilt,indifference,irritation,joy,no_emotion,pride,rage,sadness,satisfaction,shame,surprise,entropy,modal_emotion,valence,arousal,valence_wsd,arousal_wsd
VID_118,Rachel Star Withers,https://www.youtube.com/watch?v=j9Om78ssT6U,CC-BY 3.0,38,FALSE,397,0,0,0,0,32,302,0,79,111,16,0,0,0,0,0,0,63,617,anxiety,-778,805,315,641
VID_119,Adrian Huff,https://www.youtube.com/watch?v=tlfyGTx8U4U,CC-BY 3.0,32,TRUE,298,0,0,0,0,35,351,0,123,18,18,18,0,0,0,0,0,0.14,585,fear,-403,587,368,556
VID_120,Joe Jackson,https://www.youtube.com/watch?v=Tu3q4W0-TvM,CC-BY 3.0,61,TRUE,127,0,0,0,436,91,236,0,91,0,0,0,0,0,0,0,0,18,653,disgust,-885,652,387,503
VID_121,Vanguard Studios Entertainment,https://www.youtube.com/watch?v=LYKyhQoJhI0,CC-BY 3.0,60,TRUE,415,0,0,0,0,0,434,0,57,0,57,0,0,0,0,19,0,19,714,fear,-0.57,936,352,492
VID_122,TOTAL JAPAN,https://www.youtube.com/watch?v=a6ckakejwG0,CC-BY 3.0,23,TRUE,121,0,0,0,17,0,379,0,52,34,0,0,0,17,17,0,0,362,0.61,fear,-753,1082,363,495
VID_123,TOTAL JAPAN,https://www.youtube.com/watch?v=a6ckakejwG0,CC-BY 3.0,41,TRUE,0.2,0,0,0,0,0.02,0.3,0,0.16,0.02,0,0,0,0,0,0,0,0.3,658,fear,-548,798,439,519
VID_124,Rise and Shine Films,https://www.youtube.com/watch?v=DZv9GMpJsZg,CC-BY 3.0,66,FALSE,98,0,0,0,0,82,246,0,115,0,16,0,0,0,0,33,0,0.41,606,surprise,-0.16,674,348,525
VID_201,Under_a_microscope,https://www.youtube.com/watch?v=q7Obb3lLDAk,CC-BY 3.0,16,TRUE,0,0,0,41,816,0,0.02,0,0,41,0,0,0,0,82,0,0,0,818,disgust,-1116,784,258,283
VID_202,Mike Lewinski,https://www.youtube.com/watch?v=KsYBFn8OVi0,CC-BY 3.0,20,TRUE,19,38,0,0,731,58,0,0,38,19,0,19,0,0,77,0,0,0,673,disgust,-846,361,389,0.42
VID_203,Disgusting videos,https://www.youtube.com/watch?v=GXoFdCgf4JQ,CC-BY 3.0,42,TRUE,62,0,0,0,831,62,0,0,15,0,0,0,0,0,15,0,0,15,803,disgust,-1039,0.77,381,494
VID_204,Alpineswift,https://www.youtube.com/watch?v=VLTQmRF2am4,CC-BY 3.0,30,FALSE,0,0,0,0,868,38,0,0,0,0,0,19,0,0,19,0,0,57,849,disgust,-734,543,362,406
VID_206,Dr. Richard Moy,https://www.youtube.com/watch?v=_s6aCcrMYS0,CC-BY 3.0,30,TRUE,74,0,0,0,759,74,0,0,37,19,19,0,0,0,0,0,0,19,726,disgust,-748,636,0.35,373
VID_208,GammelFood,https://www.youtube.com/watch?v=WuZvOtQP1AU,CC-BY 3.0,30,TRUE,0,0,0,0,0.6,0.2,0,18,164,0,0,18,0,0,0,0,0,0,765,disgust,-427,-57,528,397
VID_209,GammelFood,https://www.youtube.com/watch?v=nxr35cku_bQ,CC-BY 3.0,29,TRUE,0,0,0,0,692,212,0,0,38,0,19,19,0,0,0,0,0,19,763,disgust,-492,128,598,453
VID_210,GammelFood,https://www.youtube.com/watch?v=bILHr2xfIKo,CC-BY 3.0,30,TRUE,18,0,0,0,614,211,18,0,0.07,0,0,53,0,0,0,0,0,18,688,disgust,-0.52,-62,413,413
VID_211,MidiPunk,https://www.youtube.com/watch?v=19uMuGh67iw,CC-BY 3.0,29,TRUE,167,0,0,17,233,0.15,0.15,0,117,17,0,133,0,0,0,17,0,0,484,disgust,-481,402,518,668
VID_212,julian correa,https://www.youtube.com/watch?v=nMnpi6MoKow,CC-BY 3.0,33,TRUE,33,0,0,0,902,0,0,0,33,16,0,0,0,16,0,0,0,0,873,disgust,-1073,0.58,308,329
VID_213,Animal Equality,https://www.youtube.com/watch?v=GPlDrCOJUCg,CC-BY 3.0,52,TRUE,45,23,45,0,432,23,0,45,0,91,0,0,0,91,182,0,23,0,478,disgust,-1215,976,362,0.44
VID_214,Outstanding Videos,https://www.youtube.com/watch?v=0iuX0Nj7mqI,CC-BY 3.0,30,TRUE,0,0.02,0,0,608,216,0,0,0,0,78,0.02,0,0,0,0,0,59,716,disgust,-93,471,529,415
VID_215,The Bougainvillea Clinique,https://www.youtube.com/watch?v=12le5cvhVfc,CC-BY 3.0,47,FALSE,98,0,33,0,607,164,0,0,16,33,0,16,0,0,0,0,0,33,635,disgust,-556,551,366,466
VID_216,Kong Yuen Sing,https://www.youtube.com/watch?v=pYur0gAXqio,CC-BY 3.0,51,TRUE,0.14,0.02,0,0,0.66,0.02,0,0,0.02,0.04,0,0,0.02,0,0.06,0,0,0.02,621,disgust,-917,713,308,415
VID_217,Online Medical – Website Design & Development for Healthcare Professionals,https://www.youtube.com/watch?v=xiFDCoeUi24,CC-BY 3.0,52,TRUE,91,0,0,0,795,23,0,0,23,0,0,0,0,0,0,0,0,68,811,disgust,-1031,778,322,529
VID_218,Norman Hicks,https://www.youtube.com/watch?v=kfEwm1DpZVU,CC-BY 3.0,58,TRUE,17,0,0,0,845,34,0,0,34,0,0,17,0,0,17,0,0,34,774,disgust,-837,423,398,521
VID_219,CINESIM Creative Commons,https://www.youtube.com/watch?v=tWPPZKQj1uE,CC-BY 3.0,33,TRUE,0,14,0,0,638,159,0,0,58,0,0,14,0,0,72,0,0,43,0.68,disgust,-0.62,374,0.5,566
VID_220,Brain & Spine Hospitals,https://www.youtube.com/watch?v=rsgdrAvWT4Q,CC-BY 3.0,48,TRUE,154,0,0,0,558,135,0,0,77,19,0,38,0,0,19,0,0,0,648,disgust,-729,514,471,0.52
VID_221,Kong Yuen Sing,https://www.youtube.com/watch?v=XCcfbfdhd2Y,CC-BY 3.0,51,FALSE,36,71,0,0,411,18,18,0,0,18,0,0,0,0,411,0,0,18,643,disgust,-1267,747,282,335
VID_222,FatBoy Entertainment,https://www.youtube.com/watch?v=nQFeq0oNBuE,CC-BY 3.0,65,FALSE,0,0,0,0,0.94,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0,956,disgust,-1015,718,329,0.38
VID_223,Pure Satisfaction,https://www.youtube.com/watch?v=eFQnyj9NsEA,CC-BY 3.0,34,TRUE,59,0,0,0,588,137,0,0,118,0.02,0.02,39,0,0,0,0.02,0,0,0.62,disgust,-405,0.15,401,497
VID_301,DevilDog,https://www.youtube.com/watch?v=zq-tcmj0EBs,CC-BY 3.0,40,FALSE,0,254,0,0,0,28,0,0,56,0,0.31,42,14,0,14,282,0,0,588,joy,1307,-288,337,325
VID_302,Coventry City Council,https://www.youtube.com/watch?v=jPs9xhwHGmY,CC-BY 3.0,28,FALSE,0,42,14,0,0,56,0,0,85,0,0.69,28,0,0,0,85,0,0,685,joy,1126,-593,318,322
VID_303,Coventry City Council,https://www.youtube.com/watch?v=jPs9xhwHGmY,CC-BY 3.0,34,FALSE,0,42,0,0,0,28,0,0,211,0,634,14,0,0,0,0.07,0,0,727,joy,963,-635,508,272
VID_304,Childstar Cinema,https://www.youtube.com/watch?v=WKTXblxD1Ug,CC-BY 3.0,48,TRUE,14,129,0,0,0,143,0,0,171,14,314,29,14,0,43,0.1,0,29,428,joy,798,-0.39,536,371
VID_305,Moms Vlog80,https://www.youtube.com/watch?v=36o6cRtOxB8,CC-BY 3.0,12,FALSE,0,132,0,15,0,0,0,0,206,0,191,59,132,0,0,265,0,0,569,satisfaction,966,-508,536,312
VID_306,Moms Vlog80,https://www.youtube.com/watch?v=36o6cRtOxB8,CC-BY 3.0,12,FALSE,0,348,0,0,0,0,0,0,232,0,87,58,87,0,174,14,0,0,588,compassion,0.35,-487,478,191
VID_308,A Plus,https://www.youtube.com/watch?v=19MRazlldnM,CC-BY 3.0,41,FALSE,15,147,0,0,15,0,0,0,103,29,15,59,0,15,544,0,15,44,512,sadness,-656,-25,383,367
VID_309,Susana Silva,https://www.youtube.com/watch?v=5jiKyKUq-zY,CC-BY 3.0,62,FALSE,0,43,0,0,0,143,0,0,214,29,229,29,29,0,14,271,0,0,512,satisfaction,947,-542,533,337
VID_310,Dan Smith,https://www.youtube.com/watch?v=5_e_CdA8xGE,CC-BY 3.0,71,FALSE,0,88,15,0,0,118,0,0,191,15,309,0,15,0,44,206,0,0,516,joy,894,-445,419,302
VID_401,Fabien Ecochard,https://vimeo.com/217972049,CC-BY 3.0,42,FALSE,0,0.12,13,0,0,0.48,0,0,187,0,0,0.08,13,0,27,67,0,13,561,fascination,591,-464,441,322
VID_402,Bruno Sanfilippo,https://www.youtube.com/watch?v=c2H47j4vpFg,CC-BY 3.0,47,TRUE,0,0,0,0,0,145,0,0,217,0,58,0.13,0,0,0,449,0,0,693,satisfaction,742,-873,425,302
VID_403,Kenneth Lagom,https://www.youtube.com/watch?v=qA8D8e34LZc,CC-BY 3.0,27,TRUE,0,0,0,0,0,0.58,14,0,145,0,14,87,14,0,14,116,0,14,608,fascination,706,-0.63,461,242
VID_404,Science Nature Space,https://www.youtube.com/watch?v=uUMBPRWvXT8,CC-BY 3.0,40,TRUE,0,0,0,0,0,685,0,0,137,0,27,96,0,0,0,55,0,0,762,fascination,893,-829,421,317
VID_405,Iris Lee,https://www.youtube.com/watch?v=QyetvDm45IA,CC-BY 3.0,24,TRUE,14,41,14,0,0,205,0,14,0.37,0,41,0.11,27,0,41,123,0,0,448,indifference,467,-664,473,321
VID_406,john carter,https://www.youtube.com/watch?v=ZkOgA7jwDf8,CC-BY 3.0,48,TRUE,0,0,0,0,0,639,14,0,83,14,14,56,0,0,0,181,0,0,698,fascination,952,-614,476,438
VID_407,U.N.I.C.O,https://www.youtube.com/watch?v=Mjjvlu6GENQ,CC-BY 3.0,55,TRUE,0,0,14,0,0,472,0,0,236,0,42,28,0,0,14,167,0,28,616,fascination,775,-763,374,313
VID_408,BBC Earth Lab,https://www.youtube.com/watch?v=PUX5FzpBbcQ,CC-BY 3.0,47,FALSE,0.07,0,0,0,0,648,42,0,56,0,14,28,14,0,0,42,0,85,596,fascination,633,391,482,568
VID_409,Karol Kachmarsky,https://www.youtube.com/watch?v=IrrXcuACoWo,CC-BY 3.0,56,TRUE,0,0,0,0,0,534,14,0,164,0,55,55,0,0,0,178,0,0,685,fascination,969,-563,529,0.34
VID_501,Baby Popcy,https://www.youtube.com/watch?v=ZuMQlAYcB2g,CC-BY 3.0,28,FALSE,27,0.04,0,13,0.04,27,0,13,0.08,0.04,613,13,0,0,13,53,0,27,455,joy,761,-255,521,427
VID_502,Baby Popcy,https://www.youtube.com/watch?v=ZuMQlAYcB2g,CC-BY 3.0,37,FALSE,0,43,0,0,14,43,0,0,101,43,652,58,0,0,0,14,0,29,0.6,joy,872,-466,523,0.33
VID_503,Cal Thomson,https://www.youtube.com/watch?v=2RhEza-nKFw,CC-BY 3.0,66,FALSE,29,0,14,0,43,129,14,0,229,14,271,14,0,0,0,14,0,229,468,joy,183,-282,508,343
VID_504,Saving Throw,https://www.youtube.com/watch?v=wDLzqIyUbf4,CC-BY 3.0,46,FALSE,0,27,0,0,0,27,0,0,192,14,534,41,0,0,0,55,0,0.11,606,joy,787,-691,402,273
VID_505,WatchCut Video,https://www.youtube.com/watch?v=IRBAZJ4lF0U,CC-BY 3.0,52,FALSE,0,27,0,0,0,27,0,0,54,27,757,0,0,0,0,54,0,54,712,joy,1174,-457,419,265
VID_506,MSL,https://www.youtube.com/watch?v=EGn9eduaLDU,CC-BY 3.0,57,FALSE,0,0,0,0,108,14,0,14,68,14,743,0,0,0,14,14,0,14,683,joy,925,-245,0.55,317
VID_507,Bitwit,https://www.youtube.com/watch?v=oI0quoebaQ0,CC-BY 3.0,62,FALSE,0,14,0,0,0,14,0,0,301,27,534,27,0,0,0,41,0,41,0.65,joy,597,-545,464,294
VID_508,rozibaby,https://vimeo.com/40630317,CC-BY 3.0,44,TRUE,0,0,0,0,0,15,0,0,75,149,672,15,0,15,0,0.06,0,0,702,joy,1135,-186,533,314
VID_509,Water.org,https://www.youtube.com/watch?v=XNQFtmHN7K0,CC-BY 3.0,20,TRUE,0,14,0,0,0,56,0,0,111,0,653,83,0,0,0,69,0,14,678,joy,1052,-411,328,296
VID_510,Will Hammond,https://www.youtube.com/watch?v=IlvthhkVT3c,CC-BY 3.0,13,TRUE,154,31,0,31,0,31,0,0,354,31,108,123,0,0,15,31,15,77,383,indifference,6,-264,278,396
VID_511,Stephen Murphy,https://www.youtube.com/watch?v=S4E8-mhKYPk,CC-BY 3.0,54,FALSE,33,0,16,0,16,115,0,0,0.18,131,311,49,0,0,0,16,49,82,412,joy,196,-156,507,321
VID_512,Danny Gonzalez,https://www.youtube.com/watch?v=NurwQgPBrTE,CC-BY 3.0,52,FALSE,0,0,14,0,29,29,0,0,43,43,478,58,0,0,0,29,14,261,532,joy,554,-0.25,633,0.28
VID_513,Danny Gonzalez,https://www.youtube.com/watch?v=nidx2C8xAEA,CC-BY 3.0,56,FALSE,14,0,14,14,0,55,0,0,192,123,384,14,0,0,0,14,14,164,487,joy,429,-143,523,324
VID_514,Bitwit,https://www.youtube.com/watch?v=MwXYPSQBB6Q,CC-BY 3.0,67,FALSE,0,0,0,0,0,57,0,0,157,71,614,43,0,0,0,29,14,14,633,joy,745,-466,529,377
VID_515,ram ram,https://www.youtube.com/watch?v=2TRMRxx4HFQ,CC-BY 3.0,61,FALSE,15,0,0,0,0,62,0,15,31,15,738,0,0,0,0,31,0,92,688,joy,1068,-274,329,0.39
VID_516,MsSugar82,https://www.youtube.com/watch?v=gSAUVvF6FSY,CC-BY 3.0,36,FALSE,28,28,0,0,0,28,0,0,127,0.07,606,14,0,0,0,28,0,0.07,583,joy,719,-301,597,366
VID_517,Mike and Randy - Warriors of Compassion,https://www.youtube.com/watch?v=kmov0cGPA1M,CC-BY 3.0,45,TRUE,0,14,0,0,0,28,0,0,42,14,817,0,0,0,0,85,0,0,795,joy,1236,-396,297,0.32
VID_518,MYSTERY NEWS,https://www.youtube.com/watch?v=uJ77tD3jWHg,CC-BY 3.0,13,TRUE,14,0,0,0,0,0.07,0,0,56,14,746,14,0,14,0,28,0,42,661,joy,1175,-446,434,349
VID_519,Danny Gonzalez,https://www.youtube.com/watch?v=z_Ue462Nlho,CC-BY 3.0,56,FALSE,0,0,0,0,0,29,0,0,0.25,88,485,59,0,29,0,59,0,0,627,joy,513,-399,542,357
VID_520,Daniel Vrangsinn,https://www.youtube.com/watch?v=TH5-e5FYl1s,CC-BY 3.0,36,TRUE,0,0,0,0,535,56,0,0,0,0,197,42,0,0,14,0,0,155,689,disgust,-108,-43,572,382
VID_521,JennaMarbles,https://www.youtube.com/watch?v=tfywWEEsy8Y,CC-BY 3.0,63,FALSE,0,14,0,14,14,82,0,0,247,41,411,41,0,0,0,137,0,0,552,joy,669,-0.5,594,322
VID_522,Germaine Adams,https://www.youtube.com/watch?v=FMqSDNOET_0,CC-BY 3.0,37,TRUE,54,95,0,0,0,27,14,14,176,14,514,14,0,0,0,68,0,14,509,joy,615,-506,438,0.4
VID_523,BrooklynStray,https://www.youtube.com/watch?v=Yie9Bgo69m8,CC-BY 3.0,24,FALSE,0,29,0,0,0,176,0,0,88,0,559,15,0,0,15,29,0,88,618,joy,995,-349,456,317
VID_524,Matthew Weathers,https://www.youtube.com/watch?v=Z9NQatne0xg,CC-BY 3.0,63,FALSE,0,0,0,0,0,0,0,0,29,0,853,0,0,0,0,59,0,59,868,joy,1394,-186,306,314
VID_601,Qasioun News Agency,https://www.youtube.com/watch?v=pTlxx6a1F1M,CC-BY 3.0,19,TRUE,44,178,0,44,44,0,22,0,22,0,0,0,0,0,0.6,0,0,44,621,sadness,-0.93,0.39,0.24,281
VID_602,Qasioun News Agency,https://www.youtube.com/watch?v=pTlxx6a1F1M,CC-BY 3.0,29,TRUE,18,228,0,53,0,18,0,18,53,0,0,53,0,18,544,0,0,0,0.59,sadness,-853,89,319,0.42
