Video_ID,Action_description,POV,Gender,V_M_Tot,V_SD_Tot,A_M_Tot,A_SD_Tot,V_M_Fem,V_SD_Fem,V_M_Mal,V_SD_Mal,A_M_Fem,A_SD_Fem,A_M_Mal,A_SD_Mal
1_M_014,Losing hair,1,M,2.673076923076923,1.6770790883189204,5.868852459016393,2.565640984471948,2.6923076923076925,1.9953792776157775,2.6538461538461537,1.3249092857190696,6.870967741935484,1.8392378037993704,4.833333333333333,2.817229420759942
3_F_014,Losing hair,3,F,2.1724137931034484,1.4526193043310367,6.196428571428571,2.5112086395138165,1.8125,1.1198358174592007,2.6153846153846154,1.6988684016585411,6.714285714285714,2.6646818009903366,5.678571428571429,2.277971342917518
3_M_014,Losing hair,3,M,2.875,1.950509466648952,5.841269841269841,2.6286654850822835,2.7142857142857144,2.239260081876537,3.0526315789473686,1.6149882768933415,6.1875,2.608144810941047,5.483870967741935,2.644125157677368
1_F_015,Stepping on dirt,1,F,3.0491803278688523,1.9358566536824358,5.7924528301886795,2.5522123929433773,3.161290322580645,1.9848891521282892,2.933333333333333,1.9106477207072157,5.423076923076923,2.212203913260745,6.148148148148148,2.837980101080882
1_M_015,Stepping on dirt,1,M,4.403846153846154,2.4435558739674037,5.344262295081967,2.6005463906753605,4.269230769230769,2.409276942282764,4.538461538461538,2.51763014330174,5.935483870967742,2.58115586344526,4.733333333333333,2.5179813114988505
3_F_015,Stepping on dirt,3,F,3.2758620689655173,1.7350170983360516,5.553571428571429,2.3113918896484145,3.28125,1.7640564507096486,3.269230769230769,1.73338264229667,5.571428571428571,2.218250418828975,5.535714285714286,2.441647028470784
3_M_015,Stepping on dirt,3,M,2.65,1.369072304284538,4.555555555555555,2.2199809486088795,2.5714285714285716,1.2873006086935783,2.736842105263158,1.4848159355870003,4.65625,2.164364989194663,4.451612903225806,2.3070718768953187
1_F_016,Being pinched by someone,1,F,2.775,1.9280320776137758,5.444444444444445,2.394737360356999,2.142857142857143,1.314751470267833,3.473684210526316,2.2698120590977857,6.40625,2.168087830026652,4.451612903225806,2.233662309264307
1_M_016,Being pinched by someone,1,M,4.032786885245901,2.0491234964796865,4.547169811320755,2.6280003932198,3.806451612903226,2.0883702551464967,4.266666666666667,2.0160277319749236,4.423076923076923,2.5949655400113034,4.666666666666667,2.7032743678162428
3_F_016,Being pinched by someone,3,F,2.4038461538461537,1.5499476953175584,5.721311475409836,2.517479874404717,2.3846153846153846,1.5251733823253821,2.423076923076923,1.6043210881385788,6.612903225806452,2.07649415048279,4.8,2.631375672729852
3_M_016,Being pinched by someone,3,M,3.3275862068965516,1.6371555460345468,5.232142857142857,2.572519609810029,3.21875,1.3850439611050431,3.4615384615384617,1.9231384605538775,5.357142857142857,2.5706936045483153,5.107142857142857,2.6153292507726613
1_F_017,Throwing popcorn ,1,F,3.1153846153846154,2.210969498586591,5.491803278688525,2.6995243458781903,3.076923076923077,2.296485609327033,3.1538461538461537,2.1668836183294697,5.935483870967742,2.644938359344349,5.033333333333333,2.722617064179412
1_M_017,Throwing popcorn ,1,M,2.8620689655172415,1.791287646849831,6.071428571428571,2.4632361777816736,2.6875,1.7308864035330234,3.076923076923077,1.8745255810060726,6.428571428571429,2.3637473611411157,5.714285714285714,2.5510657592340706
3_F_017,Throwing popcorn ,3,F,2.775,2.031640741510197,5.555555555555555,2.7225330815122004,2.5714285714285716,1.6903085094570331,3,2.3804761428476167,6.46875,2.5650803294973423,4.612903225806452,2.5907195828551663
3_M_017,Throwing popcorn ,3,M,3.6557377049180326,2.3585676861295806,6.0754716981132075,2.5559061061044592,3.5806451612903225,2.460002622605473,3.7333333333333334,2.2884015402012388,5.615384615384615,2.3507772855278843,6.518518518518518,2.7085387824770635
1_F_018,Being locked inside a room,1,F,3.269230769230769,1.573249224430747,4.213114754098361,2.2884838802022083,3.1923076923076925,1.6737796932507163,3.3461538461538463,1.4951202678663058,4.806451612903226,2.197261247382139,3.6,2.252967391900184
1_M_018,Being locked inside a room,1,M,2.896551724137931,1.4592674823338505,5.625,2.236576117030835,2.53125,1.2439369084716734,3.3461538461538463,1.5985570416424353,5.607142857142857,2.469657131912515,5.642857142857143,2.0223617604046735
3_F_018,Being locked inside a room,3,F,3.075,1.8451252476423325,5.285714285714286,2.471962596468849,2.761904761904762,2.2562083659263807,3.4210526315789473,1.2163602113447682,5.90625,2.5572083442944247,4.645161290322581,2.2442279607439497
3_M_018,Being locked inside a room,3,M,3.7049180327868854,1.6965087905763214,5.377358490566038,2.6034475301203948,3.6451612903225805,1.6842087577806224,3.7666666666666666,1.7356968854500257,5.269230769230769,2.5228189361536404,5.481481481481482,2.7227018590189807
1_F_019,Splling coffee on the table,1,F,3.519230769230769,2.155616327091379,4.819672131147541,2.4866858582010414,3.769230769230769,2.405122737952345,3.269230769230769,1.8880189047293423,5.032258064516129,2.4964490911124404,4.6,2.4996551486292997
1_M_019,Splling coffee on the table,1,M,3.1551724137931036,1.8334295745513887,5.642857142857143,2.2597551872920896,3,1.5862310778250641,3.3461538461538463,2.115510485765697,5.5,2.3333333333333335,5.785714285714286,2.217057490310956
3_F_019,Splling coffee on the table,3,F,3.95,1.7679482531004762,5.111111111111111,2.314826762215285,3.8095238095238093,1.8335497707738293,4.105263157894737,1.7286711930171252,5.34375,2.266294047487532,4.870967741935484,2.3768597698626226
3_M_019,Splling coffee on the table,3,M,3.622950819672131,1.845390061985356,5.339622641509434,2.5415273741047244,3.2903225806451615,1.8292721391689604,3.966666666666667,1.8285727114117007,4.961538461538462,2.39133049544841,5.703703703703703,2.6720032072587676
1_F_020,Snorting cocaine,1,F,3,2.0484331649757452,5.557377049180328,2.9355555417668078,2.923076923076923,1.8745255810060726,3.076923076923077,2.243623442970356,6.064516129032258,2.8039910112904867,5.033333333333333,3.022710970171545
1_M_020,Snorting cocaine,1,M,2.2758620689655173,1.6732477448749117,5.482142857142857,2.7235743321703456,1.8125,1.1482806221027917,2.8461538461538463,2.033564509767176,5.392857142857143,2.543536262681686,5.571428571428571,2.9367224288888156
3_F_020,Snorting cocaine,3,F,2.775,2.34780311933933,5.222222222222222,2.4326041034279164,2.3333333333333335,2.330951164939612,3.263157894736842,2.3295709014312744,6,2.3962336037771794,4.419354838709677,2.232699316199819
3_M_020,Snorting cocaine,3,M,1.9836065573770492,1.5757728609446278,5.150943396226415,2.95085532851262,1.903225806451613,1.7000948740129656,2.066666666666667,1.460593486680443,5.8076923076923075,2.7570887656255216,4.518518518518518,3.042903097250923
1_F_021,Spitting gum,1,F,2.8275862068965516,1.4884105620459436,5.267857142857143,2.740212808116595,2.65625,1.1807426585867267,3.0384615384615383,1.799572598830494,5.107142857142857,2.7533048924316086,5.428571428571429,2.7679190127920403
1_M_021,Spitting gum,1,M,4.1,1.5819494627086237,4.809523809523809,2.388528652627798,4.142857142857143,1.7113069358158484,4.052631578947368,1.4709665835968133,5.625,2.392865740406867,3.967741935483871,2.1052928690602952
3_F_021,Spitting gum,3,F,3.377049180327869,1.7239869916971484,4.566037735849057,2.5758451485518012,3.3548387096774195,1.3795745019576193,3.4,2.0443361623831797,4.846153846153846,2.4444599844105883,4.296296296296297,2.7148426050823593
3_M_021,Spitting gum,3,M,2.9423076923076925,1.8514801872721287,4.557377049180328,2.7840293949833126,2.9615384615384617,1.9074751737471023,2.923076923076923,1.8313509095326743,5.387096774193548,2.8598067458581733,3.7,2.465625751168978
1_F_022,Tearing off a butterfly's wings,1,F,2.35,1.5615574079941916,5.444444444444445,2.8668167002498683,1.9523809523809523,1.395571226279421,2.789473684210526,1.6525719808972872,6.25,2.851145779868949,4.612903225806452,2.6792712859387557
1_M_022,Tearing off a butterfly's wings,1,M,2.4918032786885247,1.5451316105720803,4.962264150943396,2.674396151477242,2.4516129032258065,1.5019700324888723,2.533333333333333,1.6131642354623141,6.076923076923077,2.381983659441465,3.888888888888889,2.5318484177091665
3_F_022,Tearing off a butterfly's wings,3,F,2.75,1.9288826390670113,4.786885245901639,2.374270092037836,2.5384615384615383,1.9231384605538775,2.9615384615384617,1.9489642219552257,5.354838709677419,2.45694101267917,4.2,2.1719211264017724
3_M_022,Tearing off a butterfly's wings,3,M,2.8620689655172415,1.7416293627708443,5.357142857142857,2.540068513238974,2.59375,1.738730998133687,3.1923076923076925,1.7209121016305458,6.142857142857143,2.5050214121105374,4.571428571428571,2.3637473611411157
1_F_023,Tearing apart a dollar bill,1,F,2.689655172413793,2.0707393081980734,6.303571428571429,2.6486335609630376,2.40625,1.829143550690393,3.0384615384615383,2.323458959926243,5.928571428571429,2.6795324554657256,6.678571428571429,2.611279967522263
1_M_023,Tearing apart a dollar bill,1,M,2.625,2.3608722855584436,5.888888888888889,2.5215913505300773,2.2857142857142856,2.194148061158525,3,2.5385910352879693,6.96875,2.0237999231723127,4.774193548387097,2.525993895734968
3_F_023,Tearing apart a dollar bill,3,F,2.278688524590164,1.484712626975151,6.90566037735849,2.536382576573576,1.8709677419354838,1.2039361966447382,2.7,1.6431676725154984,6.346153846153846,2.606795852264734,7.444444444444445,2.391223268109593
3_M_023,Tearing apart a dollar bill,3,M,2.5576923076923075,1.5769598641921747,5.770491803278689,2.728818075180479,2.3846153846153846,1.4987174003640067,2.730769230769231,1.662713259890407,6.032258064516129,2.613858845560741,5.5,2.8617573573616952
1_F_024,Cutting oneself with a knife,1,F,2.7,1.8701432825951858,5.698412698412699,2.5817905804163264,2.380952380952381,1.9868616075658232,3.0526315789473686,1.7150861400630166,6.875,2.090685950097595,4.483870967741935,2.501612383269845
1_M_024,Cutting oneself with a knife,1,M,2.622950819672131,1.7142922196077455,6,2.361550989693654,2.3548387096774195,1.7038855027411945,2.9,1.7090025322311297,6,2.2978250586152114,6,2.4651415936864716
3_F_024,Cutting oneself with a knife,3,F,3.0384615384615383,1.546172230742473,5.278688524590164,2.5240915695287525,3.269230769230769,1.5377305955905882,2.8076923076923075,1.5496897952617685,5.709677419354839,2.5059069999649064,4.833333333333333,2.5063138660994353
3_M_024,Cutting oneself with a knife,3,M,3.103448275862069,1.7936501563132619,5.714285714285714,2.476906323433515,2.6875,1.4241579289010096,3.6153846153846154,2.0799408275606894,6.035714285714286,2.333049869403072,5.392857142857143,2.6153292507726613
1_F_025,Coughing blood,1,F,2.4655172413793105,1.3535595339615547,5.857142857142857,2.3543273227945902,2.46875,1.413857112824302,2.4615384615384617,1.303250374433684,6.035714285714286,2.3957082438014,5.678571428571429,2.342103698696908
1_M_025,Coughing blood,1,M,2.4,1.6610160622264791,5.333333333333333,2.6457513110645907,2.3333333333333335,1.8257418583505538,2.473684210526316,1.5043795713638373,6.125,2.485441480871901,4.516129032258065,2.5932086654944873
3_F_025,Coughing blood,3,F,2.4098360655737703,1.4986332571193868,6.377358490566038,2.3306190585198907,2.2580645161290325,1.4368424162141993,2.566666666666667,1.568731825465999,5.653846153846154,2.4810047592426367,7.074074074074074,1.979236953317849
3_M_025,Coughing blood,3,M,2.3846153846153846,1.61067329915828,5.672131147540983,2.7429990367929395,2.6153846153846154,1.7680932798226021,2.1538461538461537,1.4336612624272915,6.193548387096774,2.4141161921596295,5.133333333333334,2.9911747586494526
1_F_026,Seeing a pair of broken glasses,1,F,3.269230769230769,1.3003074239124188,3.9344262295081966,2.4349459436779863,3.3076923076923075,1.378962820941327,3.230769230769231,1.2428255648381978,3.7096774193548385,2.410996313934646,4.166666666666667,2.4786444200246915
1_M_026,Seeing a pair of broken glasses,1,M,3.189655172413793,1.4198702257443223,4.464285714285714,2.3274198411294673,3.09375,1.3995246888993098,3.3076923076923075,1.4633996246885066,4.142857142857143,2.519763153394848,4.785714285714286,2.114450158055155
3_F_026,Seeing a pair of broken glasses,3,F,3.275,1.7972557428279943,4.5396825396825395,2.5704612164620153,3.4761904761904763,2.0400746951777924,3.0526315789473686,1.5082618476808298,5.21875,2.3518609652783473,3.838709677419355,2.634347157501562
3_M_026,Seeing a pair of broken glasses,3,M,3.7049180327868854,1.3825611776106206,4.150943396226415,2.5297934425796536,3.5483870967741935,1.2868232118261715,3.8666666666666667,1.4793599112881342,4.884615384615385,2.566350296852292,3.4444444444444446,2.325995788959303
1_F_027,Spotting a snake,1,F,3.1311475409836067,2.1792614179737257,7.09433962264151,2.4437058156021054,2.774193548387097,1.9443881200239632,3.5,2.374432781630754,7,2.3832750575625967,7.185185185185185,2.5425159713141365
1_M_027,Spotting a snake,1,M,3.0961538461538463,2.162602058202521,6.557377049180328,2.7050852738495714,3.1153846153846154,2.487197990943593,3.076923076923077,1.8313509095326743,7.451612903225806,2.2485359633536275,5.633333333333334,2.858542350187608
3_F_027,Spotting a snake,3,F,2.8448275862068964,2.109308726356884,6.642857142857143,2.3620374212151627,2.3125,1.674042817504591,3.5,2.420743687382041,6.857142857142857,2.548990878240739,6.428571428571429,2.1846022000553726
3_M_027,Spotting a snake,3,M,2.95,2.1477477768165683,6.111111111111111,2.664649774912093,2.142857142857143,1.3522468075656264,3.8421052631578947,2.522414141138446,6.90625,2.4542178965753974,5.290322580645161,2.6607461157489487
1_F_028,Spotting a mouse ,1,F,3.80327868852459,2.0961844076889444,5.188679245283019,2.7036770102782457,3.2580645161290325,2.235587050947825,4.366666666666666,1.8096167118144555,5.1923076923076925,2.5615500115239724,5.185185185185185,2.882800948824131
1_M_028,Spotting a mouse ,1,M,3.6346153846153846,1.7153156246905965,4.967213114754099,2.8458578853880137,3.1538461538461537,1.6172150801252796,4.115384615384615,1.7047445105216927,6.225806451612903,2.7167342824226157,3.6666666666666665,2.382889195816757
3_F_028,Spotting a mouse ,3,F,4.379310344827586,2.1095238192780927,5.089285714285714,2.4515433781732137,3.71875,1.954884288300758,5.1923076923076925,2.0399849169879816,5.321428571428571,2.5827572322297194,4.857142857142857,2.3367322183591046
3_M_028,Spotting a mouse ,3,M,3.6,1.9454087962727489,4.555555555555555,2.8042466516257307,3.238095238095238,2.188715648611347,4,1.5986105077709065,5.21875,2.813955716459225,3.870967741935484,2.667607360961891
1_F_029,Finding a fly on the plate,1,F,2.425,1.9066348392538122,6.476190476190476,2.381766373914082,1.9047619047619047,1.4800257398019099,3,2.185812841434,7.3125,2.206113207401417,5.612903225806452,2.275630599121025
1_M_029,Finding a fly on the plate,1,M,2.377049180327869,1.6947363061966259,6.226415094339623,2.4229790106234153,2.032258064516129,1.5380479179302127,2.7333333333333334,1.7991057804352146,6.076923076923077,2.261381470218183,6.37037037037037,2.603963667301597
3_F_029,Finding a fly on the plate,3,F,2.4423076923076925,1.4336770432190766,5.081967213114754,2.8183628934023215,2.1153846153846154,1.2752073737842982,2.769230769230769,1.5312136965869214,5.838709677419355,2.6089177091091296,4.3,2.8545184991639068
3_M_029,Finding a fly on the plate,3,M,2.189655172413793,1.5498375302708134,6.571428571428571,1.9055626022696899,1.90625,1.1738927521491846,2.5384615384615383,1.8810798862519205,6.285714285714286,2.015810522715879,6.857142857142857,1.778769564620769
1_F_030,Finding worms under a box ,1,F,2.6379310344827585,1.618947848298762,6.214285714285714,2.301890809465406,1.96875,1.1773226871497122,3.4615384615384617,1.7258219892160194,6.785714285714286,2.217057490310957,5.642857142857143,2.2805828643261794
1_M_030,Finding worms under a box ,1,M,2.75,2.0970064133034736,5.682539682539683,2.781421061867458,2.2857142857142856,2.101020160371079,3.263157894736842,2.02325659555628,6.9375,2.4748737341529163,4.387096774193548,2.499032070687085
3_F_030,Finding worms under a box ,3,F,3.3934426229508197,1.6661201289681982,5.226415094339623,2.584283187581023,2.774193548387097,1.6064386578049976,4.033333333333333,1.4967397519467005,5.384615384615385,2.669485689445412,5.074074074074074,2.5408345982846767
3_M_030,Finding worms under a box ,3,M,3.0576923076923075,2.0714062812254994,5.114754098360656,2.781476590204908,2.5384615384615383,2.2843952237871488,3.576923076923077,1.7244843153378215,6.129032258064516,2.5656959482613546,4.066666666666666,2.638355461311058
1_F_031,Buttoning a shirt,1,F,4.403846153846154,1.4720882244529883,2.2459016393442623,1.6897311196846088,4.076923076923077,1.895744221630691,4.730769230769231,0.7775701798650625,2.6451612903225805,1.8716906278687224,1.8333333333333333,1.3916830131877742
1_M_031,Buttoning a shirt,1,M,5.051724137931035,1.381867713894997,2.6785714285714284,1.8201612601599377,4.90625,1.352640786304403,5.230769230769231,1.4228898005873067,2.7857142857142856,1.8530683834824968,2.5714285714285716,1.8141128109919986
3_F_031,Buttoning a shirt,3,F,5.35,1.5940594847826848,2.3492063492063493,1.8592292034407105,5.095238095238095,1.640267109490461,5.631578947368421,1.535162905426923,2.71875,2.2177346040934536,1.967741935483871,1.328755582433979
3_M_031,Buttoning a shirt,3,M,4.819672131147541,1.4201900896395465,2.5849056603773586,2.3405617526252027,4.645161290322581,1.5821585908029618,5,1.2317635241028795,2.8846153846153846,2.627956210851666,2.2962962962962963,2.034600977980975
1_F_032,Sharpening a pencil,1,F,5.125,1.7421987286921117,2.253968253968254,1.786763644569863,5.095238095238095,1.8139669761261346,5.157894736842105,1.7082531003837695,2.46875,1.9173970090522674,2.032258064516129,1.6428404460515316
1_M_032,Sharpening a pencil,1,M,5.508196721311475,1.4902231468214435,2.339622641509434,1.9408899250127416,5.67741935483871,1.5140915158204833,5.333333333333333,1.47000664632167,2.6153846153846154,2.001537870277214,2.074074074074074,1.8795647189611568
3_F_032,Sharpening a pencil,3,F,5.076923076923077,1.7805722130066846,1.9180327868852458,1.4410075406605052,5.384615384615385,2.118054259492388,4.769230769230769,1.3358949751441487,2.096774193548387,1.6604183952582037,1.7333333333333334,1.1724814044061256
3_M_032,Sharpening a pencil,3,M,5.637931034482759,1.2523420285863696,2.6785714285714284,2.2328713097073654,5.65625,1.1247759633553411,5.615384615384615,1.4163876044903272,2.7142857142857144,2.3389953977935636,2.642857142857143,2.1639176700003357
1_F_033,Tying shoelaces,1,F,5.025,1.7169964831288747,2.0793650793650795,1.6588140662843487,4.9523809523809526,1.8296499795368097,5.105263157894737,1.6294081011931656,2.21875,1.6604386322935585,1.935483870967742,1.6720343670903368
1_M_033,Tying shoelaces,1,M,5.229508196721311,1.116444395136495,2.4150943396226414,2.2483666059553182,5.290322580645161,1.2434776070117968,5.166666666666667,0.9855274566525737,2.3076923076923075,2.1122354181147664,2.5185185185185186,2.4078456756446824
3_F_033,Tying shoelaces,3,F,5,1.5081478057277968,1.7377049180327868,1.2097057403112859,5.076923076923077,1.809377283444819,4.923076923076923,1.1635489477654786,1.8064516129032258,1.1949715432793,1.6666666666666667,1.2410599844719317
3_M_033,Tying shoelaces,3,M,5.293103448275862,1.2566820794297293,2.5535714285714284,1.9532689881989476,5.40625,1.1600716051314497,5.153846153846154,1.376729681304436,2.392857142857143,1.5477411429249548,2.7142857142857144,2.3071088666882025
1_F_034,Getting up from a chair,1,F,5.25,1.7357478252385952,2.4444444444444446,1.7392784727394193,4.761904761904762,1.7292993351285917,5.7894736842105265,1.6186052764450236,2.5625,1.8997028630135648,2.3225806451612905,1.57875682683546
1_M_034,Getting up from a chair,1,M,5.459016393442623,1.3610507030942836,1.9056603773584906,1.608441086453639,5.32258064516129,1.300950851600309,5.6,1.428768459319014,1.6538461538461537,1.0175385080598256,2.1481481481481484,2.0134872868064138
3_F_034,Getting up from a chair,3,F,4.730769230769231,1.6223365456248546,1.6721311475409837,1.3505716255893259,4.6923076923076925,1.7836867610481562,4.769230769230769,1.4780444460892865,1.8709677419354838,1.6681713637767348,1.4666666666666666,0.8995528902176073
3_M_034,Getting up from a chair,3,M,5.258620689655173,1.1781690348384422,2.3035714285714284,1.915673561650104,5.28125,1.275940513326694,5.230769230769231,1.069866993890075,2.5357142857142856,2.268661587109324,2.0714285714285716,1.488936270271907
